Timestamp,DB User,OS User,Action,Schema,Object,Return Code,SQL Text
25/06/2026 20:40:27,APP_USER_DEMO,23110,SELECT,APP_TABLE,USER_PROFILE,0,"SELECT FULL_NAME, PHONE_NUMBER 
FROM APP_TABLE.USER_PROFILE 
WHERE PHONE_NUMBER LIKE '090%'"
25/06/2026 20:40:01,APP_USER_DEMO,23110,SELECT,APP_TABLE,USER_PROFILE,0,"SELECT FULL_NAME, PHONE_NUMBER 
FROM APP_TABLE.USER_PROFILE 
WHERE PHONE_NUMBER LIKE '090%'"
